isbn13 ,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,numbers,ratings_count
9.78E+12,99428644,The Trial,Franz Kafka,Fiction,http://books.google.com/books/content?id=pLxfPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Written in 1914, The Trial is the terrifying tale of Josef K., a respectable bank officer who is suddenly arrested and must defend himself against a charge about which he can get no information. Kafka’s nightmare has resonated with chilling truth for generations of readers.",2001,3.98,255,158037
9.78E+12,99429160,Turtle Moon,Alice Hoffman,Mothers and sons,http://books.google.com/books/content?id=XlRAI5VA_yUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""The story of a divorced woman, her disillusioned teenage son, and the events that change their lives in ways both simple and extraordinary. When Keith Rosen runs away from his Florida home - inexplicably taking along a motherless baby - his mother is perplexed and terrified. She takes off on her own journey to find him.""--Back cover.",2002,3.82,275,7348
9.78E+12,99429799,Atonement,Ian McEwan,Atonement,http://books.google.com/books/content?id=jZe53wiTVbYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Fledgling writer Briony Tallis, as a 13-year-old, irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.",2002,3.89,372,4537
9.78E+12,99432447,A Birthday for Frances,Russell Hoban,Badgers,http://books.google.com/books/content?id=wJ1xPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Frances isn't happy, because it isn't her big birthday day, it is Gloria's. Frances isn't sure she will give Gloria her whole present and might keep half for herself. After all, little sisters aren't that good, they can't throw, they always break your crayons, pull your toys apart and put water in your mud pies. It isn't till Gloria makes her birthday cake wish, that Frances changes her mind!",1968,4.22,32,2152
9.78E+12,99436744,The Gangs of New York,Herbert Asbury,Gangs,http://books.google.com/books/content?id=5dtj8Od-IcwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Gangs of New York is a tour through a now unrecognisable city of abysmal poverty and habitual violence cobbled from legend, memory, police records, the self-aggrandizements of aging crooks, popular journalism, and solid historical research. Asbury presents the definitive work on this subject, an illumination of the gangs of old New York that ultimately gave rise to the modem Mafia and its depiction in films like The Godfather.",2002,3.59,384,143
,,,,,,,,,,
9.78E+12,99437597,In Watermelon Sugar,Richard Brautigan,Social action,http://books.google.com/books/content?id=7rKgPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"iDEATH is a place where the sun shines a different colour every day and where people travel to the length of their dreams. Rejecting the violence and hate of the old gang at the Forgotten Works, they lead gentle lives in watermelon sugar. In this book, Richard Brautigan discovers and expresses the mood of a new generation.",2002,4.02,144,9594
9.78E+12,99446723,Blackwood Farm,Anne Rice,Horror,http://books.google.com/books/content?id=cIn8Twm4MIkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Lestat Is Back, Saviour And Demon, Presiding Over A Gothic Story Of Family Greed And Hatred Through Generations, A Terrifying Drama Of Blood Lust And Betrayal, Possession And Matricide. Blackwood Farm With Its Grand Southern Mansion, Set Among Dark Cypress Swamps In Louisiana, Harbours Terrible Blood-Stained Secrets And Family Ghosts. Heir To Them All Is Quinn Blackwood, Young, Rash And Beautiful, Himself A 'Bloodhunter' Whom Lestat Takes Under His Wing. But Quinn Is In Thrall Not Only To The Past And His Own Appetites But, Even More Dangerously, To A Companion Spirit, A 'Goblin' Succubus Who Could Destroy Him And Others. Only The Unearthly Power Of Lestat Combined With The Earthly Powers Of The Mayfair Clan Could Hope To Save Quinn From Himself And His Ghosts, Or To Rescue The Doomed Girl Quinn Loves From Her Own Mortality- Shocking, Savage And Richly Erotic, This Novel With The Deceptively Gentle Title Bring Us Anne Rice At Her Most Powerfully Disturbing. Here Are Vampires And Witches, Men And Women, Demons And A Doppelg-Nger, Caught Up In A Maelstrom Of Death And Destruction, Blood And Fire, Cruelty And Fate.",2003,3.86,774,26145
9.78E+12,99448467,The Carpenter's Pencil,Manuel Rivas,Galicia (Spain : Region),http://books.google.com/books/content?id=M6aM8vvrfjAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""It is the summer of 1936, the early months of the agonsing civil war that engulfs Spain and shakes the rest of the world. In a prison in the pilgrim city of Santiago de Compostela, an artist sketches the famouse porch of the cathedral, the Portico da Gloria. He uses a carpenter's pencil. But instead of reproducing the sculptured faces of the prophets and elders, he draws the faces of his fellow Republican prisoners. any years later in post Franco Spain, a survivor of that period, Doctor Daniel da Barca, returns from exile to his native Galicia, and the threads of past memories begin to be woven together. This poetic and moving novel conveys the horror and savagery of the tragedy that divided Spain, and the experiences of the men and women who lived through it. Yet in the process, it also relates one of the most beautiful love stories imaginable.""",2003,3.6,165,628
9.78E+12,99448475,Sputnik Sweetheart,Haruki Murakami,Businesswomen,http://books.google.com/books/content?id=--_eXhJE0noC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Twenty two year old, Sumire is in love for the first time with a woman seventeen years her senior, Miu. Surprised that she might, after all, be a lesbian, Sumire spends hours on the phone talking to her best friend, K, a primary school teacher, who is used to answering questions, but what he most wants to say to Sumire is I love you.",2002,3.82,229,73452
9.78E+12,99448572,"South of the Border, West of the Sun",Haruki Murakami,Domestic fiction,http://books.google.com/books/content?id=D3pTwEWLjj8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Growing up in the suburbs in post-war Japan, it seemed to Hajime that everyone but him had brothers and sisters. His sole companion was Shimamoto, also an only child. Together they spent long afternoons listening to her father's record collection. But when his family moved away, the two lost touch. Now Hajime is in his thirties. After a decade of drifting he has found happiness with his loving wife and two daughters, and success running a jazz bar. Then Shimamoto reappears. She is beautiful, intense, enveloped in mystery. Hajime is catapulted into the past, putting at risk all he has in the present.",2003,3.87,190,56172
9.78E+12,99448750,The Elephant Vanishes,Haruki Murakami,Japan,http://books.google.com/books/content?id=GzP6Dzk-f8sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When a man's favourite elephant vanishes, the balance of his whole life is subtly upset; a couple's midnight hunger pangs drive them to hold up a McDonald's; a woman finds she is irresistible to a small green monster that burrows through her front garden; an insomniac wife wakes up to a twilight world of semi-consciousness in which anything seems possible - even death. In every one of the stories that make up The Elephant Vanishes, Murakami makes a determined assault on the normal. He has a deadpan genius for dislocating realities to uncover the surreal in the everyday, the extraordinary in the ordinary.",2003,3.86,327,1233
9.78E+12,99448769,Dance Dance Dance,Haruki Murakami,Crime investigation,http://books.google.com/books/content?id=23aiRAguYcEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Combining an offbeat cast of characters with Murakami's idiosyncratic prose, this novel is an assault on all the senses, a murder mystery that is also philosophical speculation, and a dark fable of advanced capitalism.",2003,4.04,393,47494
9.78E+12,99448920,The Rings of Saturn,Winfried Georg Sebald,"Authors, German",http://books.google.com/books/content?id=t671cbf3pz0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Rings of Saturn begins as the record of a journey on foot through coastal East Anglia. From Lowestoft to Bungay, Sebald's own story becomes the conductor of evocations of people and cultures past and present: of Chateaubriand, Thomas Browne, Swinburne and Conrad, of fishing fleets, skulls and silkworms. The result is a rich meditation on the past via a melancholy trip along the Suffolk coast, and an intricately patterned and haunting book on the transience of all things human. 'Sebald is the Joyce of the 21st Century' The Times",2002,4.26,304,390
9.78E+12,99449862,Elephant,Raymond Carver,"Short stories, American",http://books.google.com/books/content?id=c0EEfxDAqDAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"These seven stories were the last that Carver wrote. Among them is one of his longest, 'Errand', in which he imagines the death of Chekhov, a writer Carver hugely admired and to whose work his own was often compared. This fine story suggests that the greatest of modern short-story writers may, in the year before his untimely death, have been flexing his muscles for a longer work.",2003,4.11,124,1063
